booking_id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_date_full,arrival_month_name
INN26773,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2017,11,23,Online,0,0,0,72.25,2,Not_Canceled,2017-11-23,November
INN26774,2,1,0,2,Meal Plan 1,0,Room_Type 1,4,2018,10,7,Online,0,0,0,151.5,0,Not_Canceled,2018-10-07,October
INN26775,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,6,20,Aviation,0,0,0,95.0,0,Canceled,2018-06-20,June
INN26776,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,6,4,Online,0,0,0,141.0,1,Not_Canceled,2018-06-04,June
INN26777,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-08,August
INN26778,1,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,36.25,0,Not_Canceled,2017-08-29,August
INN26779,2,0,1,2,Meal Plan 1,0,Room_Type 1,117,2018,5,6,Online,0,0,0,105.3,0,Canceled,2018-05-06,May
INN26780,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled,2017-09-17,September
INN26781,2,0,2,3,Meal Plan 1,0,Room_Type 4,102,2018,8,13,Offline,0,0,0,82.45,0,Not_Canceled,2018-08-13,August
INN26782,2,0,1,2,Not Selected,0,Room_Type 1,7,2018,8,26,Online,0,0,0,124.67,1,Not_Canceled,2018-08-26,August
INN26783,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,April
INN26784,1,0,0,3,Meal Plan 1,0,Room_Type 5,11,2017,12,29,Offline,0,0,0,157.67,0,Not_Canceled,2017-12-29,December
INN26785,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16,October
INN26786,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2017,12,1,Online,1,1,0,69.0,0,Not_Canceled,2017-12-01,December
INN26787,2,1,0,2,Meal Plan 1,0,Room_Type 1,81,2018,8,16,Online,0,0,0,161.1,1,Not_Canceled,2018-08-16,August
INN26788,0,2,2,2,Meal Plan 1,0,Room_Type 2,28,2018,2,5,Online,0,0,0,73.39,1,Not_Canceled,2018-02-05,February
INN26789,2,0,2,1,Not Selected,0,Room_Type 1,133,2018,9,3,Online,0,0,0,118.8,0,Canceled,2018-09-03,September
INN26790,2,1,2,5,Meal Plan 1,0,Room_Type 6,160,2018,6,25,Online,0,0,0,208.13,1,Canceled,2018-06-25,June
INN26791,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2017-08-14,August
INN26792,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,3,11,Online,0,0,0,71.1,0,Not_Canceled,2018-03-11,March
INN26793,2,0,1,3,Meal Plan 1,0,Room_Type 4,12,2018,12,26,Offline,0,0,0,92.0,1,Not_Canceled,2018-12-26,December
INN26794,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,4,17,Online,0,0,0,96.75,1,Not_Canceled,2018-04-17,April
INN26795,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2018,5,29,Offline,0,0,0,80.75,0,Canceled,2018-05-29,May
INN26796,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,2018-11-04,November
INN26797,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,129.0,0,Canceled,2018-03-04,March
INN26798,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,5,Corporate,0,0,0,111.2,0,Not_Canceled,2018-05-05,May
INN26799,2,0,2,3,Meal Plan 2,0,Room_Type 1,13,2017,9,13,Offline,0,0,0,113.0,0,Not_Canceled,2017-09-13,September
INN26800,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,8,13,Online,0,0,0,120.8,0,Not_Canceled,2018-08-13,August
INN26801,1,0,2,0,Meal Plan 1,0,Room_Type 1,238,2018,11,13,Offline,0,0,0,55.08,0,Canceled,2018-11-13,November
INN26802,2,1,2,0,Meal Plan 1,0,Room_Type 1,63,2018,4,3,Online,0,0,0,117.0,0,Not_Canceled,2018-04-03,April
INN26803,1,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,11,2,Aviation,0,0,0,94.0,0,Not_Canceled,2018-11-02,November
INN26804,1,0,0,0,Meal Plan 1,0,Room_Type 4,0,2018,4,27,Complementary,0,0,0,0.0,2,Not_Canceled,2018-04-27,April
INN26805,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,7,Online,0,0,0,98.0,1,Not_Canceled,2018-08-07,August
INN26806,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02,October
INN26807,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,11,11,Online,0,0,0,140.5,1,Not_Canceled,2018-11-11,November
INN26808,2,0,2,3,Meal Plan 1,0,Room_Type 4,95,2018,5,12,Online,0,0,0,102.1,1,Not_Canceled,2018-05-12,May
INN26809,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,3,18,Online,0,0,0,91.0,0,Canceled,2018-03-18,March
INN26810,2,2,0,1,Meal Plan 1,0,Room_Type 6,60,2018,12,23,Online,0,0,0,156.6,0,Canceled,2018-12-23,December
INN26811,2,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,5,11,Online,0,0,0,126.9,0,Canceled,2018-05-11,May
INN26812,2,0,2,3,Meal Plan 2,0,Room_Type 1,14,2018,8,19,Online,0,0,0,178.8,0,Canceled,2018-08-19,August
INN26813,1,0,2,0,Meal Plan 2,0,Room_Type 1,200,2018,10,23,Offline,0,0,0,90.0,0,Not_Canceled,2018-10-23,October
INN26814,2,0,1,3,Meal Plan 1,0,Room_Type 1,58,2018,4,11,Online,0,0,0,99.45,0,Not_Canceled,2018-04-11,April
INN26815,2,0,0,4,Meal Plan 1,0,Room_Type 1,34,2018,10,18,Offline,0,0,0,85.5,0,Not_Canceled,2018-10-18,October
INN26816,2,0,0,1,Not Selected,0,Room_Type 1,92,2018,4,6,Online,0,0,0,76.5,1,Not_Canceled,2018-04-06,April
INN26817,2,0,2,1,Meal Plan 1,0,Room_Type 1,115,2018,7,31,Offline,0,0,0,72.25,0,Canceled,2018-07-31,July
INN26818,2,0,2,3,Meal Plan 1,0,Room_Type 1,244,2018,10,30,Online,0,0,0,85.85,0,Canceled,2018-10-30,October
INN26819,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,2018,4,21,Online,0,0,0,93.08,0,Not_Canceled,2018-04-21,April
INN26820,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,28,Corporate,0,0,0,107.0,0,Not_Canceled,2018-12-28,December
INN26821,2,0,0,4,Not Selected,0,Room_Type 1,67,2018,11,1,Online,0,0,0,79.2,1,Not_Canceled,2018-11-01,November
INN26822,2,0,2,1,Meal Plan 1,0,Room_Type 1,115,2018,5,28,Offline,0,0,0,75.0,0,Not_Canceled,2018-05-28,May
INN26823,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,Offline,0,0,0,140.0,0,Not_Canceled,2018-05-20,May
INN26824,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,3,3,Offline,0,0,0,61.5,1,Not_Canceled,2018-03-03,March
INN26825,2,0,2,1,Not Selected,0,Room_Type 1,12,2018,2,13,Online,0,0,0,79.0,1,Not_Canceled,2018-02-13,February
INN26826,2,0,0,2,Meal Plan 1,0,Room_Type 4,124,2018,5,6,Online,0,0,0,114.3,1,Not_Canceled,2018-05-06,May
INN26827,3,0,0,4,Meal Plan 1,0,Room_Type 4,134,2018,8,23,Online,0,0,0,133.2,0,Canceled,2018-08-23,August
INN26828,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled,2017-07-17,July
INN26829,2,0,0,3,Not Selected,0,Room_Type 1,40,2018,12,13,Online,0,0,0,94.67,2,Not_Canceled,2018-12-13,December
INN26830,2,0,1,4,Meal Plan 1,0,Room_Type 1,11,2017,8,17,Online,0,0,0,90.0,2,Canceled,2017-08-17,August
INN26831,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,10,29,Online,0,0,0,140.0,2,Not_Canceled,2018-10-29,October
INN26832,2,0,0,1,Meal Plan 1,0,Room_Type 1,200,2017,8,22,Online,0,0,0,76.5,3,Not_Canceled,2017-08-22,August
INN26833,2,0,0,3,Meal Plan 1,0,Room_Type 4,31,2018,3,23,Online,0,0,0,142.4,1,Not_Canceled,2018-03-23,March
INN26834,1,0,0,1,Meal Plan 1,0,Room_Type 5,2,2018,5,19,Offline,0,0,0,181.0,0,Not_Canceled,2018-05-19,May
INN26835,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled,2018-04-06,April
INN26836,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2017,10,22,Online,0,0,0,105.3,2,Not_Canceled,2017-10-22,October
INN26837,1,0,1,1,Meal Plan 1,0,Room_Type 1,40,2018,1,25,Corporate,0,0,0,81.0,1,Not_Canceled,2018-01-25,January
INN26838,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,11,10,Complementary,1,0,9,0.0,1,Not_Canceled,2017-11-10,November
INN26839,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled,2018-11-11,November
INN26840,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled,2017-09-14,September
INN26841,2,0,2,1,Not Selected,0,Room_Type 1,31,2018,2,6,Online,0,0,0,69.5,1,Not_Canceled,2018-02-06,February
INN26842,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,2018,12,15,Offline,0,0,0,75.0,0,Not_Canceled,2018-12-15,December
INN26843,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2018,5,4,Online,0,0,0,110.1,1,Not_Canceled,2018-05-04,May
INN26844,2,2,0,3,Meal Plan 1,0,Room_Type 4,210,2018,8,17,Online,0,0,0,108.3,3,Not_Canceled,2018-08-17,August
INN26845,2,0,1,2,Meal Plan 1,0,Room_Type 1,162,2017,8,28,Online,0,0,0,76.5,1,Canceled,2017-08-28,August
INN26846,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2017-08-14,August
INN26847,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70.0,1,Not_Canceled,2017-09-17,September
INN26848,2,0,0,4,Meal Plan 1,0,Room_Type 1,106,2018,4,27,Online,0,0,0,95.2,0,Not_Canceled,2018-04-27,April
INN26849,1,0,0,1,Not Selected,0,Room_Type 1,9,2018,3,17,Online,0,0,0,97.0,1,Not_Canceled,2018-03-17,March
INN26850,2,0,0,3,Not Selected,0,Room_Type 1,46,2018,10,25,Online,0,0,0,112.67,1,Canceled,2018-10-25,October
INN26851,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,2018-11-04,November
INN26852,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,2018-05-13,May
INN26853,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,30,Online,0,0,0,140.0,0,Not_Canceled,2018-10-30,October
INN26854,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24,June
INN26855,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled,2018-10-11,October
INN26856,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,27,Online,0,0,0,71.7,0,Not_Canceled,2018-01-27,January
INN26857,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18,September
INN26858,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,11,5,Online,0,0,0,140.0,1,Canceled,2018-11-05,November
INN26859,2,2,2,2,Meal Plan 1,0,Room_Type 6,51,2018,9,16,Online,0,0,0,187.11,2,Not_Canceled,2018-09-16,September
INN26860,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,11,10,Online,0,0,0,88.23,0,Not_Canceled,2018-11-10,November
INN26861,2,0,2,5,Not Selected,0,Room_Type 1,161,2018,6,17,Online,0,0,0,95.69,2,Canceled,2018-06-17,June
INN26862,4,0,0,1,Meal Plan 1,0,Room_Type 7,45,2018,7,27,Online,0,0,0,223.75,2,Not_Canceled,2018-07-27,July
INN26863,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0,Canceled,2018-06-02,June
INN26864,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled,2017-09-23,September
INN26865,2,0,0,0,Not Selected,0,Room_Type 1,3,2018,1,10,Online,0,0,0,0.0,1,Not_Canceled,2018-01-10,January
INN26866,2,1,2,3,Meal Plan 1,0,Room_Type 4,186,2018,7,28,Online,0,0,0,111.76,1,Canceled,2018-07-28,July
INN26867,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,2,11,Online,0,0,0,66.22,1,Not_Canceled,2018-02-11,February
INN26868,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,3,12,Online,0,0,0,97.0,1,Not_Canceled,2018-03-12,March
INN26869,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Complementary,0,0,0,0.0,0,Not_Canceled,2017-08-05,August
INN26870,2,0,0,1,Meal Plan 1,0,Room_Type 5,181,2018,10,11,Offline,0,0,0,250.0,0,Canceled,2018-10-11,October
INN26871,2,0,1,4,Meal Plan 1,0,Room_Type 1,102,2018,6,8,Online,0,0,0,119.85,1,Not_Canceled,2018-06-08,June
INN26872,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,2018-06-07,June
INN26873,2,0,1,5,Meal Plan 1,0,Room_Type 4,8,2017,10,20,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-20,October
INN26874,2,0,0,3,Meal Plan 1,0,Room_Type 4,74,2018,9,20,Online,0,0,0,124.04,1,Not_Canceled,2018-09-20,September
INN26875,2,0,1,2,Meal Plan 1,0,Room_Type 4,46,2017,11,6,Offline,0,0,0,60.0,1,Not_Canceled,2017-11-06,November
INN26876,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,8,21,Online,0,0,0,106.0,2,Not_Canceled,2017-08-21,August
INN26877,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,2018-10-13,October
INN26878,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2018,7,9,Offline,0,0,0,85.0,0,Not_Canceled,2018-07-09,July
INN26879,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,2018-06-15,June
INN26880,2,0,0,2,Meal Plan 1,0,Room_Type 1,90,2018,4,1,Online,0,0,0,63.86,1,Not_Canceled,2018-04-01,April
INN26881,2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,Canceled,2018-09-30,September
INN26882,2,0,1,4,Meal Plan 1,0,Room_Type 1,137,2018,7,6,Online,0,0,0,107.95,0,Not_Canceled,2018-07-06,July
INN26883,2,0,0,1,Meal Plan 1,0,Room_Type 1,97,2017,8,19,Online,0,0,0,76.5,1,Not_Canceled,2017-08-19,August
INN26884,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,Corporate,1,0,2,66.0,0,Not_Canceled,2018-01-14,January
INN26885,2,0,1,2,Meal Plan 1,0,Room_Type 1,74,2018,12,9,Offline,0,0,0,75.0,0,Not_Canceled,2018-12-09,December
INN26886,2,0,2,3,Meal Plan 1,0,Room_Type 4,31,2018,9,25,Online,0,0,0,94.0,2,Not_Canceled,2018-09-25,September
INN26887,2,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,10,12,Corporate,0,0,0,75.0,0,Not_Canceled,2017-10-12,October
INN26888,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2017,10,18,Online,0,0,0,94.5,0,Canceled,2017-10-18,October
INN26889,2,1,1,2,Meal Plan 1,1,Room_Type 1,83,2018,7,25,Offline,0,0,0,117.1,0,Not_Canceled,2018-07-25,July
INN26890,2,1,1,4,Meal Plan 1,0,Room_Type 1,64,2018,8,29,Online,0,0,0,148.5,2,Canceled,2018-08-29,August
INN26891,2,0,2,5,Meal Plan 1,0,Room_Type 1,106,2018,12,21,Online,0,0,0,88.4,2,Not_Canceled,2018-12-21,December
INN26892,2,0,0,2,Meal Plan 1,0,Room_Type 1,129,2018,7,8,Online,0,0,0,114.3,2,Not_Canceled,2018-07-08,July
INN26893,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled,2018-04-22,April
INN26894,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70.0,0,Not_Canceled,2018-12-27,December
INN26895,2,0,4,6,Not Selected,0,Room_Type 1,293,2018,12,25,Online,0,0,0,68.17,0,Canceled,2018-12-25,December
INN26896,0,2,0,3,Meal Plan 1,0,Room_Type 2,150,2018,5,31,Online,0,0,0,95.82,1,Not_Canceled,2018-05-31,May
INN26897,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,Not_Canceled,2018-06-22,June
INN26898,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,2,24,Online,0,0,0,80.0,0,Not_Canceled,2018-02-24,February
INN26899,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160.0,0,Canceled,2018-09-30,September
INN26900,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,1,10,Online,0,0,0,63.37,0,Not_Canceled,2018-01-10,January
INN26901,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2018,6,21,Online,0,0,0,124.33,1,Not_Canceled,2018-06-21,June
INN26902,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled,2018-06-24,June
INN26903,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,11,24,Corporate,1,0,1,77.0,0,Not_Canceled,2018-11-24,November
INN26904,2,0,2,2,Meal Plan 1,0,Room_Type 4,60,2018,3,12,Online,0,0,0,63.49,1,Not_Canceled,2018-03-12,March
INN26905,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,9,26,Online,0,0,0,119.0,1,Not_Canceled,2018-09-26,September
INN26906,1,0,1,1,Meal Plan 1,0,Room_Type 1,24,2017,9,19,Online,0,0,0,87.78,2,Not_Canceled,2017-09-19,September
INN26907,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,6,30,Online,0,0,0,119.7,1,Not_Canceled,2018-06-30,June
INN26908,2,0,0,3,Meal Plan 1,0,Room_Type 1,61,2018,12,8,Online,0,0,0,93.6,1,Not_Canceled,2018-12-08,December
INN26909,2,1,2,1,Meal Plan 2,0,Room_Type 1,261,2018,10,22,Online,0,0,0,161.25,2,Canceled,2018-10-22,October
INN26910,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled,2018-11-03,November
INN26911,3,0,0,3,Meal Plan 1,0,Room_Type 4,156,2018,10,6,Online,0,0,0,151.2,0,Canceled,2018-10-06,October
INN26912,2,0,1,5,Meal Plan 2,0,Room_Type 1,138,2018,7,5,Offline,0,0,0,102.25,0,Not_Canceled,2018-07-05,July
INN26913,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0,Not_Canceled,2017-10-04,October
INN26914,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16,October
INN26915,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,12,14,Online,0,0,0,88.0,1,Not_Canceled,2018-12-14,December
INN26916,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,6,23,Online,0,0,0,89.0,0,Canceled,2018-06-23,June
INN26917,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,Not_Canceled,2018-01-03,January
INN26918,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2018,3,14,Offline,0,0,0,85.0,0,Not_Canceled,2018-03-14,March
INN26919,2,0,2,5,Meal Plan 1,0,Room_Type 1,291,2018,12,28,Offline,0,0,0,68.0,0,Not_Canceled,2018-12-28,December
INN26920,2,0,0,2,Meal Plan 1,0,Room_Type 1,98,2018,9,30,Offline,0,0,0,95.0,0,Canceled,2018-09-30,September
INN26921,2,0,0,2,Meal Plan 1,0,Room_Type 4,195,2018,6,30,Offline,0,0,0,82.45,1,Not_Canceled,2018-06-30,June
INN26922,2,1,1,2,Meal Plan 1,0,Room_Type 6,64,2018,11,18,Online,0,0,0,162.4,1,Canceled,2018-11-18,November
INN26923,2,1,0,1,Meal Plan 1,0,Room_Type 1,37,2018,3,5,Online,0,0,0,100.1,2,Not_Canceled,2018-03-05,March
INN26924,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,5,11,Online,0,0,0,96.02,1,Not_Canceled,2018-05-11,May
INN26925,2,0,1,3,Meal Plan 1,0,Room_Type 2,102,2018,12,26,Online,0,0,0,110.34,0,Canceled,2018-12-26,December
INN26926,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,11,17,Online,0,0,0,95.0,1,Not_Canceled,2018-11-17,November
INN26927,2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90.0,0,Not_Canceled,2017-09-20,September
INN26928,2,0,2,6,Not Selected,0,Room_Type 1,106,2018,4,26,Online,0,0,0,86.06,0,Canceled,2018-04-26,April
INN26929,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2017,7,11,Online,0,0,0,55.96,0,Not_Canceled,2017-07-11,July
INN26930,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled,2018-08-25,August
INN26931,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled,2018-10-13,October
INN26932,0,2,0,1,Meal Plan 1,0,Room_Type 2,15,2017,8,28,Complementary,0,0,0,0.0,1,Not_Canceled,2017-08-28,August
INN26933,2,0,2,0,Meal Plan 1,0,Room_Type 2,243,2018,6,19,Online,0,0,0,95.58,1,Not_Canceled,2018-06-19,June
INN26934,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled,2018-10-23,October
INN26935,2,0,1,2,Meal Plan 1,0,Room_Type 1,103,2018,12,2,Online,0,0,0,93.6,1,Canceled,2018-12-02,December
INN26936,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,6,Corporate,1,1,3,79.0,0,Not_Canceled,2018-12-06,December
INN26937,2,0,3,5,Meal Plan 1,0,Room_Type 4,130,2018,9,25,Online,0,0,0,140.4,0,Canceled,2018-09-25,September
INN26938,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled,2017-12-29,December
INN26939,2,0,1,0,Meal Plan 1,0,Room_Type 1,50,2018,4,3,Online,0,0,0,96.3,0,Canceled,2018-04-03,April
INN26940,3,0,0,3,Meal Plan 1,0,Room_Type 4,132,2018,9,22,Online,0,0,0,162.0,2,Not_Canceled,2018-09-22,September
INN26941,2,0,0,2,Not Selected,0,Room_Type 1,17,2018,9,27,Offline,0,0,0,85.0,0,Not_Canceled,2018-09-27,September
INN26942,2,0,0,3,Meal Plan 1,0,Room_Type 1,93,2018,4,6,Online,0,0,0,90.3,1,Not_Canceled,2018-04-06,April
INN26943,1,0,1,1,Not Selected,0,Room_Type 1,1,2018,12,12,Online,0,0,0,87.0,1,Not_Canceled,2018-12-12,December
INN26944,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,4,4,Offline,0,0,0,75.0,0,Not_Canceled,2018-04-04,April
INN26945,2,0,1,2,Not Selected,0,Room_Type 1,18,2018,2,12,Online,0,0,0,79.0,0,Canceled,2018-02-12,February
INN26946,2,1,0,2,Meal Plan 1,0,Room_Type 4,120,2018,7,29,Offline,0,0,0,93.16,0,Not_Canceled,2018-07-29,July
INN26947,2,0,0,4,Meal Plan 1,1,Room_Type 4,19,2018,7,5,Online,0,0,0,175.0,2,Not_Canceled,2018-07-05,July
INN26948,2,0,0,0,Meal Plan 1,0,Room_Type 1,1,2018,9,5,Complementary,0,0,0,0.0,0,Not_Canceled,2018-09-05,September
INN26949,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,11,9,Offline,0,0,0,170.0,0,Not_Canceled,2018-11-09,November
INN26950,2,0,0,2,Meal Plan 1,0,Room_Type 1,47,2018,4,19,Online,0,0,0,105.3,1,Not_Canceled,2018-04-19,April
INN26951,2,0,0,2,Not Selected,0,Room_Type 1,167,2018,7,29,Online,0,0,0,94.5,0,Canceled,2018-07-29,July
INN26952,2,1,1,1,Meal Plan 1,0,Room_Type 6,56,2018,8,6,Online,0,0,0,207.9,1,Not_Canceled,2018-08-06,August
INN26953,2,0,1,2,Meal Plan 1,0,Room_Type 4,124,2018,5,6,Online,0,0,0,114.3,1,Not_Canceled,2018-05-06,May
INN26954,3,0,1,4,Meal Plan 1,0,Room_Type 4,7,2018,2,10,Online,0,0,0,127.0,1,Canceled,2018-02-10,February
INN26955,3,0,1,4,Meal Plan 1,0,Room_Type 4,206,2018,10,3,Online,0,0,0,133.45,0,Canceled,2018-10-03,October
INN26956,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80.0,0,Not_Canceled,2017-10-06,October
INN26957,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,6,2,Online,0,0,0,128.59,1,Not_Canceled,2018-06-02,June
INN26958,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,11,Corporate,1,0,1,79.0,0,Not_Canceled,2018-01-11,January
INN26959,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,7,Online,0,0,0,94.5,2,Not_Canceled,2017-10-07,October
INN26960,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2017,10,12,Online,0,0,0,103.5,1,Not_Canceled,2017-10-12,October
INN26961,2,0,2,2,Meal Plan 1,0,Room_Type 1,171,2018,7,29,Online,0,0,0,99.45,0,Canceled,2018-07-29,July
INN26962,3,0,1,3,Meal Plan 1,0,Room_Type 1,26,2018,9,5,Online,0,0,0,127.2,0,Canceled,2018-09-05,September
INN26963,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,25,Complementary,1,4,18,0.0,1,Not_Canceled,2018-10-25,October
